language,text,category,number
ko,그는 나보다 나이가 많아.,DailyLife,357
ko,그는 나보다 빠르게 달렸어.,DailyLife,358
ko,그는 나보다 수영을 잘해.,DailyLife,359
ko,그는 나보다 영어를 잘해.,DailyLife,360
ko,그는 나보다 요리를 잘해.,DailyLife,361
ko,그는 나보다 키가 커.,DailyLife,362
ko,그는 나에게 거짓말을 했어.,DailyLife,363
ko,그는 나에게 메시지를 보냈어.,DailyLife,364
ko,그는 나에게 미안하다고 했어.,DailyLife,365
ko,그는 나에게 선물을 줬어.,DailyLife,366
ko,그는 나한테 도움을 요청했어.,DailyLife,367
ko,그는 나한테 문자 보냈어.,DailyLife,368
ko,그는 나한테 미안하다고 했어.,DailyLife,369
ko,그는 나한테 사과했어.,DailyLife,370
ko,그는 나한테 선물 줬어.,DailyLife,371
ko,그는 나한테 선물을 줬어.,DailyLife,372
ko,그는 나한테 웃었어.,DailyLife,373
ko,그는 나한테 이메일을 보냈어.,DailyLife,374
ko,그는 나한테 전화했어.,DailyLife,375
ko,그는 나한테 좋은 소식을 전해줬어.,DailyLife,376
ko,그는 내 동생이야.,DailyLife,377
ko,그는 내 말을 무시했어.,DailyLife,378
ko,그는 내 말을 믿지 않아.,DailyLife,379
ko,그는 내 말을 믿지 않았어.,DailyLife,380
ko,그는 내 말을 이해하지 못했어.,DailyLife,381
ko,그는 내 말을 잘 들어줘.,DailyLife,382
ko,그는 내 얘기를 다 들었어.,DailyLife,383
ko,그는 내 얘기를 듣지 않았어.,DailyLife,384
ko,그는 내 얘기에 관심이 없어 보여.,DailyLife,385
ko,그는 내 의견에 동의했어.,DailyLife,386
ko,그는 내 이야기 안 들었어.,DailyLife,387
ko,그는 내 이야기를 잘 들어줬어.,DailyLife,388
ko,그는 내 이야기에 웃었어.,DailyLife,389
ko,그는 내 전화 안 받았어.,DailyLife,390
ko,그는 내 친구 중에서 가장 친절해.,DailyLife,391
ko,그는 내 친구랑 같은 회사에 다녀.,DailyLife,392
ko,그는 내 친구를 좋아해.,DailyLife,393
ko,그는 내 친구야.,DailyLife,394
ko,그는 내게 조언을 해줬어.,DailyLife,395
ko,그는 내일 쉬는 날이야.,DailyLife,396
ko,그는 내일 시험 본대.,DailyLife,397
ko,그는 내일 여행 간대.,DailyLife,398
ko,그는 내일 이사해.,DailyLife,399
ko,그는 내일 일찍 출근해야 해.,DailyLife,400
ko,그는 내일 일찍 출발해.,DailyLife,401
ko,그는 내일 중요한 발표가 있어.,DailyLife,402
ko,그는 내일 출근 안 해.,DailyLife,403
ko,그는 내일 출근해야 해.,DailyLife,404
ko,그는 내일 출장을 가.,DailyLife,405
ko,그는 내일 친구 만나러 가.,DailyLife,406
ko,그는 내일 친구를 만날 거야.,DailyLife,407
ko,그는 내일 휴가를 떠나.,DailyLife,408
ko,그는 내일 휴가야.,DailyLife,409
ko,그는 노래를 틀었어.,DailyLife,410
ko,그는 늦게까지 공부했어.,DailyLife,411
ko,그는 드라마를 즐겨 봐.,DailyLife,412
ko,그는 매일 아침 달리기를 해.,DailyLife,413
ko,그는 매일 아침 운동해.,DailyLife,414
ko,그는 매일 아침 조깅을 해.,DailyLife,415
ko,그는 매일 아침 조깅해.,DailyLife,416
ko,그는 매일 야근해.,DailyLife,417
ko,그는 매일 운동을 해.,DailyLife,418
ko,그는 방금 도착했어.,DailyLife,419
ko,그는 벌써 집에 갔어.,DailyLife,420
ko,그는 사진 찍는 걸 좋아해.,DailyLife,421
ko,그는 새로운 일을 찾고 있어.,DailyLife,422
ko,그는 새로운 차를 샀어.,DailyLife,423
ko,그는 새로운 친구를 사귀었어.,DailyLife,424
ko,그는 새로운 프로젝트를 시작했어.,DailyLife,425
ko,그는 아직 안 왔어.,DailyLife,426
ko,그는 아직 집에 있어.,DailyLife,427
ko,그는 아직도 일을 끝내지 못했어.,DailyLife,428
ko,그는 아직도 자고 있어.,DailyLife,429
ko,그는 아침마다 커피를 마셔.,DailyLife,430
ko,그는 아침에 늦잠 잤어.,DailyLife,431
ko,그는 아침을 거의 안 먹어.,DailyLife,432
ko,그는 아침형 인간이 아니야.,DailyLife,433
ko,그는 어제 감기에 걸렸어.,DailyLife,434
ko,그는 어제 기분이 안 좋았어.,DailyLife,435
ko,그는 어제 나를 도와줬어.,DailyLife,436
ko,그는 어제 나한테 문자 보냈어.,DailyLife,437
ko,그는 어제 나한테 전화했어.,DailyLife,438
ko,그는 어제 늦게까지 공부했대.,DailyLife,439
ko,그는 어제 늦게까지 일했어.,DailyLife,440
ko,그는 어제 밤새 게임했어.,DailyLife,441
ko,그는 어제 비 때문에 늦었어.,DailyLife,442
ko,그는 어제 새로운 사람 만났어.,DailyLife,443
ko,그는 어제 술 마셨대.,DailyLife,444
ko,그는 어제 아팠어.,DailyLife,445
ko,그는 어제 일을 늦게까지 했어.,DailyLife,446
ko,그는 어제 친구를 만났어.,DailyLife,447
ko,그는 어제 파티에 갔어.,DailyLife,448
ko,그는 여행 가는 걸 좋아해.,DailyLife,449
ko,그는 여행 사진을 많이 찍었어.,DailyLife,450
ko,그는 영어로 이메일을 잘 써.,DailyLife,451
ko,그는 오늘 기분이 나빠 보여.,DailyLife,452
ko,그는 오늘 기분이 안 좋아.,DailyLife,453
ko,그는 오늘 기분이 좋아 보여.,DailyLife,454
ko,그는 오늘 기분이 좋아.,DailyLife,455
ko,그는 오늘 기분이 좋은 것 같아.,DailyLife,456
ko,그는 오늘 늦게 올 거야.,DailyLife,457
ko,그는 오늘 늦게 일어났어.,DailyLife,458
ko,그는 오늘 늦게 잤어.,DailyLife,459
ko,그는 오늘 늦게 퇴근했어.,DailyLife,460
ko,그는 오늘 늦게까지 일할 거야.,DailyLife,461
ko,그는 오늘 새 옷을 샀어.,DailyLife,462
ko,그는 오늘 아주 바빴어.,DailyLife,463
ko,그는 오늘 아침을 안 먹었어.,DailyLife,464
ko,그는 오늘 약속이 있어.,DailyLife,465
ko,그는 오늘 좋은 소식을 들었어.,DailyLife,466
ko,그는 오늘 중요한 발표가 있어.,DailyLife,467
ko,그는 오늘 지하철 탔어.,DailyLife,468
ko,그는 오늘 하루 종일 바빴대.,DailyLife,469
ko,그는 오늘 회사 쉬었어.,DailyLife,470
ko,그는 오늘 회사 안 갔어.,DailyLife,471
ko,그는 오늘 회의 있다고 했어.,DailyLife,472
ko,그는 오늘 회의 준비를 다 했어.,DailyLife,473
ko,그는 오늘 회의가 길었대.,DailyLife,474
ko,그는 오늘 회의가 많았어.,DailyLife,475
ko,그는 오늘 회의에 참석했어.,DailyLife,476
ko,그는 오늘도 늦잠을 잤어.,DailyLife,477
ko,그는 요리 잘하더라.,DailyLife,478
ko,그는 요리보다 청소를 더 좋아해.,DailyLife,479
ko,그는 요리하는 걸 즐겨.,DailyLife,480
ko,그는 요즘 건강이 안 좋아.,DailyLife,481
ko,그는 요즘 다이어트 중이야.,DailyLife,482
ko,그는 요즘 다이어트를 하고 있어.,DailyLife,483
ko,그는 요즘 많이 피곤해 보여.,DailyLife,484
ko,그는 요즘 바빠 보여.,DailyLife,485
ko,그는 요즘 잠이 부족해.,DailyLife,486
ko,그는 운동을 꾸준히 해.,DailyLife,487
ko,그는 운동을 자주 해.,DailyLife,488
ko,그는 운동하러 갔어.,DailyLife,489
ko,그는 운전을 잘해.,DailyLife,490
ko,그는 웃을 때 정말 귀여워.,DailyLife,491
ko,그는 이 노래를 좋아해.,DailyLife,492
ko,그는 이미 집에 갔어.,DailyLife,493
ko,그는 이미 출발했어.,DailyLife,494
ko,그는 이번 주에 여행 간대.,DailyLife,495
ko,그는 저녁을 이미 먹었어.,DailyLife,496
ko,그는 점심을 먹고 나갔어.,DailyLife,497
ko,그는 주로 집에서 일해.,DailyLife,498
ko,그는 주말마다 등산을 가.,DailyLife,499
ko,그는 주말마다 등산해.,DailyLife,500
ko,그는 주말마다 부모님을 도와.,DailyLife,501
ko,그는 주말마다 친구 만나.,DailyLife,502
ko,그는 주말에 항상 운동해.,DailyLife,503
ko,그는 지금 게임 중이야.,DailyLife,504
ko,그는 지금 공부하고 있어.,DailyLife,505
ko,그는 지금 뭐 하고 있어?,DailyLife,506
ko,그는 지금 바쁘다고 했어.,DailyLife,507
ko,그는 지금 바쁘대.,DailyLife,508
ko,그는 지금 밖에 있어.,DailyLife,509
ko,그는 지금 밥 먹고 있어.,DailyLife,510
ko,그는 지금 산책 중이야.,DailyLife,511
ko,그는 지금 쉬고 있어.,DailyLife,512
ko,그는 지금 어디에 있어?,DailyLife,513
ko,그는 지금 웃고 있어.,DailyLife,514
ko,그는 지금 일 끝났어.,DailyLife,515
ko,그는 지금 일하고 있어.,DailyLife,516
ko,그는 지금 잠자고 있어.,DailyLife,517
ko,그는 지금 전화 중이야.,DailyLife,518
ko,그는 지금 집에 가고 있어.,DailyLife,519
ko,그는 지금 집에 가는 중이야.,DailyLife,520
ko,그는 지금 집으로 가고 있어.,DailyLife,521
ko,그는 지금 회사에 있어.,DailyLife,522
ko,그는 지금 회의 중이야.,DailyLife,523
ko,그는 지금 회의에 참석 중이야.,DailyLife,524
ko,그는 지금 휴가 중이야.,DailyLife,525
ko,그는 친구랑 놀러 갔어.,DailyLife,526
ko,그는 커피 대신 차를 마셔.,DailyLife,527
ko,그는 커피를 내렸어.,DailyLife,528
ko,그는 커피를 너무 많이 마셔.,DailyLife,529
ko,그는 커피를 매일 마셔.,DailyLife,530
ko,그는 피자를 좋아해.,DailyLife,531
ko,그는 항상 늦게 자.,DailyLife,532
ko,그는 항상 늦잠을 자.,DailyLife,533
ko,그는 항상 바쁘게 지내.,DailyLife,534
ko,그는 항상 밝은 사람이야.,DailyLife,535
ko,그는 항상 약속을 잘 지켜.,DailyLife,536
ko,그는 항상 약속을 지켜.,DailyLife,537
ko,그는 회사에서 일하고 있어.,DailyLife,538
ko,그들은 내일 여행을 떠날 거야.,DailyLife,539
ko,그들은 내일 파티에 올 거야.,DailyLife,540
ko,그들은 주말마다 여행을 가.,DailyLife,541
ko,나는 그 가게에 자주 가.,DailyLife,542
ko,나는 그 계획이 괜찮다고 생각해.,DailyLife,543
ko,나는 그 노래를 자주 들어.,DailyLife,544
ko,나는 그 문제를 해결했어.,DailyLife,545
ko,나는 그 사람을 다시 만나고 싶어.,DailyLife,546
ko,나는 그 사람을 믿고 있어.,DailyLife,547
ko,나는 그 사람을 믿어.,DailyLife,548
ko,나는 그 사람을 잘 몰라.,DailyLife,549
ko,나는 그 사람한테 사과했다.,DailyLife,550
ko,나는 그 소식에 놀랐다.,DailyLife,551
ko,나는 그 소식을 믿을 수 없어.,DailyLife,552
ko,나는 그 영화 봤어.,DailyLife,553
ko,나는 그 영화 정말 감동적이었어.,DailyLife,554
ko,나는 그 영화 진짜 재미있게 봤어.,DailyLife,555
ko,나는 그 영화가 별로였어.,DailyLife,556
ko,나는 그 영화가 정말 재미있었어.,DailyLife,557
ko,나는 그 영화를 다시 보고 싶어.,DailyLife,558
ko,나는 그 영화를 두 번 봤어.,DailyLife,559
ko,나는 그 영화를 세 번이나 봤어.,DailyLife,560
ko,나는 그 영화를 정말 좋아해.,DailyLife,561
ko,나는 그 이야기를 믿었어.,DailyLife,562
ko,나는 그 일을 꼭 끝낼 거야.,DailyLife,563
ko,나는 그 일을 끝냈어.,DailyLife,564
ko,나는 그 장소에 가본 적 있어.,DailyLife,565
ko,나는 그 책을 다 읽었어.,DailyLife,566
ko,나는 그가 나를 좋아한다고 생각해.,DailyLife,567
ko,나는 그에게 감사해.,DailyLife,568
ko,나는 김치찌개를 만들었다.,DailyLife,569
ko,나는 내 꿈을 이루고 싶어.,DailyLife,570
ko,나는 내 물건을 잃어버렸어.,DailyLife,571
ko,나는 내 방을 새로 꾸몄어.,DailyLife,572
ko,나는 내 방을 청소했다.,DailyLife,573
ko,나는 내 실수를 인정했어.,DailyLife,574
ko,나는 내일 바쁘지 않아.,DailyLife,575
ko,나는 내일 병원 가야 돼.,DailyLife,576
ko,나는 내일 병원 가야 해.,DailyLife,577
ko,나는 내일 병원에 갈 거다.,DailyLife,578
ko,나는 내일 병원에 갈 거야.,DailyLife,579
ko,나는 내일 비가 올 것 같다고 생각해.,DailyLife,580
ko,나는 내일 쇼핑 갈 거야.,DailyLife,581
ko,나는 내일 쇼핑하러 갈 거야.,DailyLife,582
ko,나는 내일 쉬고 싶어.,DailyLife,583
ko,나는 내일 쉬는 날이야.,DailyLife,584
ko,나는 내일 시험이 있어.,DailyLife,585
ko,나는 내일 아침 일찍 일어나야 해.,DailyLife,586
ko,나는 내일 아침 일찍 출근해야 해.,DailyLife,587
ko,나는 내일 약속이 있다.,DailyLife,588
ko,나는 내일 약속이 취소됐다.,DailyLife,589
ko,나는 내일 여행을 갈 거야.,DailyLife,590
ko,나는 내일 이사 가.,DailyLife,591
ko,나는 내일 일찍 일어나야 돼.,DailyLife,592
ko,나는 내일 일찍 일어나야 한다.,DailyLife,593
ko,나는 내일 일찍 일어나야 해.,DailyLife,594
ko,나는 내일 일찍 일어날 거다.,DailyLife,595
ko,나는 내일 일찍 자야 해.,DailyLife,596
ko,나는 내일 일찍 출근해야 해.,DailyLife,597
ko,나는 내일 일찍 출발할 거야.,DailyLife,598
ko,나는 내일 장 보러 갈 거야.,DailyLife,599
ko,나는 내일 중요한 발표가 있어.,DailyLife,600
ko,나는 내일 중요한 일이 있어.,DailyLife,601
ko,나는 내일 중요한 회의가 있어.,DailyLife,602
ko,나는 내일 출근해야 해.,DailyLife,603
ko,나는 내일 친구 만나기로 했어.,DailyLife,604
ko,나는 내일 친구랑 약속이 있어.,DailyLife,605
ko,나는 내일 친구랑 카페 갈 거야.,DailyLife,606
ko,나는 내일 친구를 만나기로 했다.,DailyLife,607
ko,나는 내일 친구를 만나야 한다.,DailyLife,608
ko,나는 내일 친구를 만날 거야.,DailyLife,609
ko,나는 내일 회의 준비를 해야 한다.,DailyLife,610
ko,나는 내일 회의 준비를 해야 해.,DailyLife,611
ko,나는 내일 회의가 있다.,DailyLife,612
ko,나는 내일 휴식할 거야.,DailyLife,613
ko,나는 너랑 이야기하고 싶어.,DailyLife,614
ko,나는 네 도움이 필요해.,DailyLife,615
ko,나는 네 말을 믿어.,DailyLife,616
ko,나는 네 생각을 이해해.,DailyLife,617
ko,나는 네가 너무 고마워.,DailyLife,618
ko,나는 네가 보고 싶어.,DailyLife,619
ko,나는 네가 이해해 줘서 고마워.,DailyLife,620
ko,나는 네가 자랑스러워.,DailyLife,621
ko,나는 네가 자주 생각나.,DailyLife,622
ko,나는 네가 필요해.,DailyLife,623
ko,나는 네가 한 말을 기억해.,DailyLife,624
ko,나는 네가 행복했으면 좋겠어.,DailyLife,625
ko,나는 노트북이 고장났어.,DailyLife,626
ko,나는 늦잠을 자서 지각했어.,DailyLife,627
ko,나는 늦잠을 잤다.,DailyLife,628
ko,나는 다음 주에 면접이 있어.,DailyLife,629
ko,나는 매일 뉴스를 봐.,DailyLife,630
ko,나는 매일 아침 뉴스를 봐.,DailyLife,631
ko,나는 매일 아침 산책해.,DailyLife,632
ko,나는 매일 아침 조깅을 해.,DailyLife,633
ko,나는 매일 영어로 일기를 써.,DailyLife,634
ko,나는 매일 일기를 써.,DailyLife,635
ko,나는 매일 커피를 마셔.,DailyLife,636
ko,나는 바람 쐬러 나가고 싶어.,DailyLife,637
ko,나는 바쁘지만 즐거워.,DailyLife,638
ko,나는 방 청소를 끝냈어.,DailyLife,639
ko,나는 방 청소를 다 끝냈어.,DailyLife,640
ko,나는 방 청소를 해야 해.,DailyLife,641
ko,나는 방 청소해야 해.,DailyLife,642
ko,나는 방금 도착했어.,DailyLife,643
ko,나는 방금 밥 먹었어.,DailyLife,644
ko,나는 방금 샤워했다.,DailyLife,645
ko,나는 방금 샤워했어.,DailyLife,646
ko,나는 방금 일어났어.,DailyLife,647
ko,나는 방을 깨끗하게 청소했다.,DailyLife,648
ko,나는 방을 꾸몄다.,DailyLife,649
ko,나는 방을 정리해야 해.,DailyLife,650
ko,나는 버스 놓쳤어.,DailyLife,651
ko,나는 비 오는 날을 좋아해.,DailyLife,652
ko,나는 빨래를 해야 해.,DailyLife,653
ko,나는 빨리 집에 가고 싶어.,DailyLife,654
ko,나는 새 노트북을 샀어.,DailyLife,655
ko,나는 새 운동화를 사고 싶어.,DailyLife,656
ko,나는 새 일을 찾고 있어.,DailyLife,657
ko,나는 새 친구를 사귀었어.,DailyLife,658
ko,나는 새 프로젝트를 시작했어.,DailyLife,659
ko,나는 새 핸드폰을 샀어.,DailyLife,660
ko,나는 새로운 계획을 세웠어.,DailyLife,661
ko,나는 새로운 노래를 들었어.,DailyLife,662
ko,나는 새로운 노트를 샀어.,DailyLife,663
ko,나는 새로운 노트북을 샀어.,DailyLife,664
ko,나는 새로운 사람 만나는 게 좋아.,DailyLife,665
ko,나는 새로운 신발을 샀어.,DailyLife,666
ko,나는 새로운 언어를 배우고 싶어.,DailyLife,667
ko,나는 새로운 언어를 배우고 있어.,DailyLife,668
ko,나는 새로운 영화 봤어.,DailyLife,669
ko,나는 새로운 옷을 사고 싶어.,DailyLife,670
ko,나는 새로운 운동화를 샀다.,DailyLife,671
ko,나는 새로운 일을 시작했어.,DailyLife,672
ko,나는 새로운 취미를 찾고 있어.,DailyLife,673
ko,나는 새로운 취미를 찾았어.,DailyLife,674
ko,나는 새로운 친구를 사귀고 싶어.,DailyLife,675
ko,나는 새로운 카페를 찾아봤어.,DailyLife,676
ko,나는 새로운 프로젝트를 시작했다.,DailyLife,677
ko,나는 새로운 프로젝트를 시작했어.,DailyLife,678
ko,나는 새로운 휴대폰을 샀다.,DailyLife,679
ko,나는 새로운 휴대폰을 샀어.,DailyLife,680
ko,나는 시험을 잘 봤다.,DailyLife,681
ko,나는 아침마다 산책을 해.,DailyLife,682
ko,나는 아침마다 산책해.,DailyLife,683
ko,나는 아침마다 운동해.,DailyLife,684
ko,나는 아침부터 피곤했어.,DailyLife,685
ko,나는 아침에 달리기를 했다.,DailyLife,686
ko,나는 아침에 버스를 놓쳤어.,DailyLife,687
ko,나는 아침에 산책을 했다.,DailyLife,688
ko,나는 아침에 운동했어.,DailyLife,689
ko,나는 아침에 이메일을 확인했다.,DailyLife,690
ko,나는 아침에 일찍 일어났다.,DailyLife,691
ko,나는 아침에 커피를 두 잔 마셨다.,DailyLife,692
ko,나는 아침에 커피를 두 잔 마셨어.,DailyLife,693
ko,나는 아침에 커피를 마셨지.,DailyLife,694
ko,나는 아침을 거르는 편이야.,DailyLife,695
ko,나는 아침을 거의 안 먹어.,DailyLife,696
ko,나는 아침을 건너뛰었다.,DailyLife,697
ko,나는 아침을 먹었어.,DailyLife,698
ko,나는 아침을 아직 안 먹었어.,DailyLife,699
ko,나는 어제 꿈을 꿨어.,DailyLife,700
ko,나는 어제 꿈을 이상하게 꿨어.,DailyLife,701
ko,나는 어제 너무 피곤해서 바로 잤어.,DailyLife,702
ko,나는 어제 너무 피곤했어.,DailyLife,703
ko,나는 어제 늦게 잠들었어.,DailyLife,704
ko,나는 어제 늦게 잤다.,DailyLife,705
ko,나는 어제 늦게 잤어.,DailyLife,706
ko,나는 어제 늦게까지 공부했다.,DailyLife,707
ko,나는 어제 늦게까지 공부했어.,DailyLife,708
ko,나는 어제 늦게까지 영화 봤다.,DailyLife,709
ko,나는 어제 늦게까지 일했다.,DailyLife,710
ko,나는 어제 밤에 늦게 잤어.,DailyLife,711
ko,나는 어제 밤에 잠이 안 왔다.,DailyLife,712
ko,나는 어제 밤에 잠이 안 왔어.,DailyLife,713
ko,나는 어제 버스 안에서 잤어.,DailyLife,714
ko,나는 어제 버스를 놓쳤다.,DailyLife,715
ko,나는 어제 비를 맞았어.,DailyLife,716
ko,나는 어제 새 옷을 샀어.,DailyLife,717
ko,나는 어제 새로운 영화를 봤다.,DailyLife,718
ko,나는 어제 쇼핑을 너무 많이 했어.,DailyLife,719
ko,나는 어제 영화관에 갔다.,DailyLife,720
ko,나는 어제 영화를 두 편 봤다.,DailyLife,721
ko,나는 어제 영화를 봤다.,DailyLife,722
ko,나는 어제 영화를 봤어.,DailyLife,723
ko,나는 어제 운동했어.,DailyLife,724
ko,나는 어제 일찍 잠들었다.,DailyLife,725
ko,나는 어제 일찍 잤어.,DailyLife,726
ko,나는 어제 저녁에 치킨을 먹었어.,DailyLife,727
ko,나는 어제 저녁을 안 먹었다.,DailyLife,728
ko,나는 어제 책을 다 읽었다.,DailyLife,729
ko,나는 어제 친구 집에 갔다.,DailyLife,730
ko,나는 어제 친구 집에 갔어.,DailyLife,731
ko,나는 어제 친구랑 놀았다.,DailyLife,732
ko,나는 어제 친구랑 술 마셨어.,DailyLife,733
ko,나는 어제 친구랑 영화를 봤어.,DailyLife,734
ko,나는 어제 친구랑 저녁을 먹었다.,DailyLife,735
ko,나는 어제 친구를 만났어.,DailyLife,736
ko,나는 어제 회의 준비를 했다.,DailyLife,737
ko,나는 어제 회의가 있었다.,DailyLife,738
ko,나는 어제부터 감기에 걸렸어.,DailyLife,739
ko,나는 여행 가는 걸 기다리고 있어.,DailyLife,740
ko,나는 영어 공부를 다시 시작했어.,DailyLife,741
ko,나는 영어 공부를 시작했다.,DailyLife,742
ko,나는 영어 공부를 시작했어.,DailyLife,743
ko,나는 영어 공부를 하고 있어.,DailyLife,744
ko,나는 영화를 보고 싶어.,DailyLife,745
ko,나는 영화를 보러 갈 거야.,DailyLife,746
ko,나는 오늘 공원에 갔어.,DailyLife,747
ko,나는 오늘 기분이 괜찮다.,DailyLife,748
ko,나는 오늘 기분이 나쁘다.,DailyLife,749
ko,나는 오늘 기분이 나쁘지 않아.,DailyLife,750
ko,나는 오늘 기분이 별로다.,DailyLife,751
ko,나는 오늘 기분이 별로야.,DailyLife,752
ko,나는 오늘 기분이 이상하다.,DailyLife,753
ko,나는 오늘 기분이 이상해.,DailyLife,754
ko,나는 오늘 기분이 정말 좋아.,DailyLife,755
ko,나는 오늘 기분이 좀 나아졌어.,DailyLife,756
ko,나는 오늘 기분이 좀 이상하다.,DailyLife,757
ko,나는 오늘 기분이 좀 이상해.,DailyLife,758
ko,나는 오늘 기분이 좋다.,DailyLife,759
ko,나는 오늘 기분이 좋아.,DailyLife,760
ko,나는 오늘 기분이 좋아졌다.,DailyLife,761
ko,나는 오늘 기분이 좋았다.,DailyLife,762
ko,나는 오늘 날씨가 너무 따뜻했다고 느꼈다.,DailyLife,763
ko,나는 오늘 날씨가 너무 좋다고 느꼈다.,DailyLife,764
ko,나는 오늘 날씨가 너무 좋아.,DailyLife,765
ko,나는 오늘 날씨가 너무 좋아서 기분이 좋아.,DailyLife,766
ko,나는 오늘 날씨가 너무 좋았다.,DailyLife,767
ko,나는 오늘 날씨가 마음에 들어.,DailyLife,768
ko,나는 오늘 날씨가 좋다고 느꼈다.,DailyLife,769
ko,나는 오늘 날씨가 좋다고 생각한다.,DailyLife,770
ko,나는 오늘 날씨가 좋다고 생각해.,DailyLife,771
ko,나는 오늘 날씨가 좋아서 기분이 좋아.,DailyLife,772
ko,나는 오늘 날씨가 좋아서 산책했다.,DailyLife,773
ko,나는 오늘 날씨가 참 좋다고 느꼈다.,DailyLife,774
ko,나는 오늘 날씨가 참 좋다고 생각했다.,DailyLife,775
ko,나는 오늘 너무 바빴어.,DailyLife,776
ko,나는 오늘 너무 졸리다.,DailyLife,777
ko,나는 오늘 너무 피곤하다.,DailyLife,778
ko,나는 오늘 너무 피곤해.,DailyLife,779
ko,나는 오늘 너무 피곤했어.,DailyLife,780
ko,나는 오늘 늦게 일어났다.,DailyLife,781
ko,나는 오늘 늦게까지 일해야 해.,DailyLife,782
ko,나는 오늘 늦게까지 일했다.,DailyLife,783
ko,나는 오늘 늦게까지 일했어.,DailyLife,784
ko,나는 오늘 늦잠 잤어.,DailyLife,785
ko,나는 오늘 도서관에 갔어.,DailyLife,786
ko,나는 오늘 마음이 복잡해.,DailyLife,787
ko,나는 오늘 많이 걸었어.,DailyLife,788
ko,나는 오늘 밤에 일해야 해.,DailyLife,789
ko,나는 오늘 버스 탔다.,DailyLife,790
ko,나는 오늘 버스를 놓쳤어.,DailyLife,791
ko,나는 오늘 버스를 탔어.,DailyLife,792
ko,나는 오늘 비 오는 걸 봤어.,DailyLife,793
ko,나는 오늘 비가 올 것 같아.,DailyLife,794
ko,나는 오늘 비가 올 줄 몰랐어.,DailyLife,795
ko,나는 오늘 빨래를 널었다.,DailyLife,796
ko,나는 오늘 빨래를 해야 한다.,DailyLife,797
ko,나는 오늘 빨래해야 돼.,DailyLife,798
ko,나는 오늘 산책하면서 노래 들었다.,DailyLife,799
ko,나는 오늘 산책했다.,DailyLife,800
ko,나는 오늘 산책했어.,DailyLife,801
ko,나는 오늘 새 노트북을 샀어.,DailyLife,802
ko,나는 오늘 새 신발을 샀어.,DailyLife,803
ko,나는 오늘 새 신발을 신었다.,DailyLife,804
ko,나는 오늘 새 프로젝트를 시작했다.,DailyLife,805
ko,나는 오늘 새로운 걸 배웠어.,DailyLife,806
ko,나는 오늘 새로운 레시피를 시도했어.,DailyLife,807
ko,나는 오늘 새로운 사람을 만났다.,DailyLife,808
ko,나는 오늘 새로운 사람을 만났어.,DailyLife,809
ko,나는 오늘 새로운 신발 샀어.,DailyLife,810
ko,나는 오늘 새로운 신발을 샀다.,DailyLife,811
ko,나는 오늘 새로운 영화를 봤다.,DailyLife,812
ko,나는 오늘 새로운 영화를 봤어.,DailyLife,813
ko,나는 오늘 새로운 옷을 샀어.,DailyLife,814
ko,나는 오늘 새로운 옷을 입었다.,DailyLife,815
ko,나는 오늘 새로운 요리를 시도했어.,DailyLife,816
ko,나는 오늘 새로운 음악을 들었다.,DailyLife,817
ko,나는 오늘 새로운 일 시작했다.,DailyLife,818
ko,나는 오늘 새로운 일 시작했어.,DailyLife,819
ko,나는 오늘 새로운 책을 샀다.,DailyLife,820
ko,나는 오늘 새로운 카페에 갔어.,DailyLife,821
ko,나는 오늘 새로운 프로젝트를 시작했다.,DailyLife,822
ko,나는 오늘 세 시간밖에 못 잤어.,DailyLife,823
ko,나는 오늘 쉬고 싶다.,DailyLife,824
ko,나는 오늘 쉬고 싶어.,DailyLife,825
ko,나는 오늘 쉬는 날이다.,DailyLife,826
ko,나는 오늘 쉬는 날이야.,DailyLife,827
ko,나는 오늘 쉬는 날이었다.,DailyLife,828
ko,나는 오늘 시험을 봤어.,DailyLife,829
ko,나는 오늘 시험을 잘 봤어.,DailyLife,830
ko,나는 오늘 아무 일도 안 했다.,DailyLife,831
ko,나는 오늘 아무 일도 하기 싫어.,DailyLife,832
ko,나는 오늘 아무것도 안 하고 쉬었다.,DailyLife,833
ko,나는 오늘 아무것도 안 했다.,DailyLife,834
ko,나는 오늘 아무것도 안 했어.,DailyLife,835
ko,나는 오늘 아무것도 하기 싫다.,DailyLife,836
ko,나는 오늘 아무것도 하기 싫어.,DailyLife,837
ko,나는 오늘 아침 일찍 일어났다.,DailyLife,838
ko,나는 오늘 아침부터 바빴어.,DailyLife,839
ko,나는 오늘 아침에 늦잠 잤어.,DailyLife,840
ko,나는 오늘 아침에 늦잠을 잤다.,DailyLife,841
ko,나는 오늘 아침에 늦잠을 잤어.,DailyLife,842
ko,나는 오늘 아침에 달리기를 했다.,DailyLife,843
ko,나는 오늘 아침에 산책했다.,DailyLife,844
ko,나는 오늘 아침에 산책했어.,DailyLife,845
ko,나는 오늘 아침에 운동했다.,DailyLife,846
ko,나는 오늘 아침에 운동했어.,DailyLife,847
ko,나는 오늘 아침에 지각했어.,DailyLife,848
ko,나는 오늘 아침에 커피를 두 잔 마셨다.,DailyLife,849
ko,나는 오늘 아침을 거르고 나왔다.,DailyLife,850
ko,나는 오늘 아침을 못 먹었어.,DailyLife,851
ko,나는 오늘 약속이 있어.,DailyLife,852
